seqnames	start	end	width	strand	peak	feature	feature.ranges.start	feature.ranges.end	feature.ranges.width	feature.strand	distance	insideFeature	distanceToSite	symbol
chr1	109970186	109970196	11	*	X02099	5686	109941653	109969108	27456	-	1077	upstream	1077	PSMA5
chr1	110052353	110052362	10	*	X02101	57463	110049446	110052336	2891	-	16	upstream	16	AMIGO1
chr1	110052389	110052400	12	*	X02102	57463	110049446	110052336	2891	-	52	upstream	52	AMIGO1
chr1	110052413	110052427	15	*	X02103	57463	110049446	110052336	2891	-	76	upstream	76	AMIGO1
chr1	110052994	110053027	34	*	X02104	57463	110049446	110052336	2891	-	657	upstream	657	AMIGO1
chr1	110161232	110161244	13	*	X02105	271	110162126	110174677	12552	+	881	upstream	881	AMPD2
chr1	110198222	110198230	9	*	X02111	2946	110198698	110226619	27922	+	467	upstream	467	GSTM2
chr1	110198222	110198230	9	*	X02111	2948	110198698	110208123	9426	+	467	upstream	467	GSTM4
chr1	110198629	110198637	9	*	X02112	2946	110198698	110226619	27922	+	60	upstream	60	GSTM2
chr1	110198629	110198637	9	*	X02112	2948	110198698	110208123	9426	+	60	upstream	60	GSTM4
chr1	110255100	110255109	10	*	X02115	2949	110254864	110260890	6027	+	0	inside	235	GSTM5
chr1	110306920	110306928	9	*	X02118	79574	110292702	110306644	13943	-	275	upstream	275	EPS8L3
chr1	111684221	111684231	11	*	X02135	128338	111659954	111682838	22885	-	1382	upstream	1382	DRAM2
chr1	112282705	112282720	16	*	X02141	100506343	112282463	112290420	7958	+	0	inside	241	INKA2-AS1
chr1	112297042	112297051	10	*	X02142	11218	112298190	112310199	12010	+	1138	upstream	1138	DDX20
chr1	112532828	112532842	15	*	X02143	643355	112533190	112541463	8274	+	347	upstream	347	LINC01750
chr1	112532828	112532842	15	*	X02143	3752	112318454	112531777	213324	-	1050	upstream	1050	KCND3
chr1	112532845	112532853	9	*	X02144	643355	112533190	112541463	8274	+	336	upstream	336	LINC01750
chr1	112532845	112532853	9	*	X02144	3752	112318454	112531777	213324	-	1067	upstream	1067	KCND3
chr1	112532862	112532871	10	*	X02145	643355	112533190	112541463	8274	+	318	upstream	318	LINC01750
chr1	112532862	112532871	10	*	X02145	3752	112318454	112531777	213324	-	1084	upstream	1084	KCND3
chr1	112532978	112532986	9	*	X02146	643355	112533190	112541463	8274	+	203	upstream	203	LINC01750
chr1	112532978	112532986	9	*	X02146	3752	112318454	112531777	213324	-	1200	upstream	1200	KCND3
chr1	113160341	113160377	37	*	X02148	829	113162075	113214241	52167	+	1697	upstream	1697	CAPZA1
chr1	113216506	113216514	9	*	X02149	4343	113217048	113243368	26321	+	533	upstream	533	MOV10
chr1	113498685	113498694	10	*	X02154	6566	113454470	113498975	44506	-	0	inside	280	SLC16A1
chr1	113499225	113499233	9	*	X02155	6566	113454470	113498975	44506	-	249	upstream	249	SLC16A1
chr1	113499918	113499926	9	*	X02156	6566	113454470	113498975	44506	-	942	upstream	942	SLC16A1
chr1	115053892	115053902	11	*	X02170	51592	114935399	115053781	118383	-	110	upstream	110	TRIM33
chr1	116183913	116183947	35	*	X02173	81839	116184574	116240845	56272	+	626	upstream	626	VANGL1
chr1	116184160	116184182	23	*	X02174	81839	116184574	116240845	56272	+	391	upstream	391	VANGL1
chr1	116184257	116184265	9	*	X02175	81839	116184574	116240845	56272	+	308	upstream	308	VANGL1
chr1	117909428	117909440	13	*	X02207	10905	117910085	118068320	158236	+	644	upstream	644	MAN1A2
chr1	120439135	120439143	9	*	X02226	11085	120436156	120439147	2992	-	0	inside	3	ADAM30
chr1	145476168	145476172	5	*	X02237	128077	145477085	145499091	22007	+	912	upstream	912	LIX1L
chr1	149902016	149902024	9	*	X02251	10262	149895209	149900144	4936	-	1871	upstream	1871	SF3B4
chr1	150265514	150265534	21	*	X02258	54460	150266269	150280819	14551	+	734	upstream	734	MRPS21
chr1	150265537	150265549	13	*	X02259	54460	150266269	150280819	14551	+	719	upstream	719	MRPS21
chr1	150335496	150335506	11	*	X02260	23248	150336990	150449041	112052	+	1483	upstream	1483	RPRD2
chr1	150335508	150335517	10	*	X02261	23248	150336990	150449041	112052	+	1472	upstream	1472	RPRD2
chr1	150335519	150335543	25	*	X02262	23248	150336990	150449041	112052	+	1446	upstream	1446	RPRD2
chr1	150478953	150478992	40	*	X02265	1893	150480487	150486265	5779	+	1494	upstream	1494	ECM1
chr1	150479052	150479083	32	*	X02266	1893	150480487	150486265	5779	+	1403	upstream	1403	ECM1
chr1	150522768	150522777	10	*	X02268	100422997	150524405	150524490	86	+	1627	upstream	1627	MIR4257
chr1	151030174	151030215	42	*	X02289	10962	151032151	151040973	8823	+	1935	upstream	1935	MLLT11
chr1	151030697	151030706	10	*	X02290	10962	151032151	151040973	8823	+	1444	upstream	1444	MLLT11
chr1	151120427	151120439	13	*	X02293	10500	151104163	151119140	14978	-	1286	upstream	1286	SEMA6C
chr1	151170603	151170612	10	*	X02294	8394	151171021	151222007	50987	+	408	upstream	408	PIP5K1A
chr1	151170878	151170888	11	*	X02295	8394	151171021	151222007	50987	+	132	upstream	132	PIP5K1A
chr1	151253677	151253685	9	*	X02296	57592	151254094	151264381	10288	+	408	upstream	408	ZNF687
chr1	151301621	151301630	10	*	X02298	5298	151264273	151300191	35919	-	1429	upstream	1429	PI4KB
chr1	151301633	151301669	37	*	X02299	5298	151264273	151300191	35919	-	1441	upstream	1441	PI4KB
chr1	151345335	151345343	9	*	X02300	8991	151336778	151345210	8433	-	124	upstream	124	SELENBP1
chr1	151345766	151345775	10	*	X02301	8991	151336778	151345210	8433	-	555	upstream	555	SELENBP1
chr1	151345814	151345822	9	*	X02302	8991	151336778	151345210	8433	-	603	upstream	603	SELENBP1
chr1	151345854	151345875	22	*	X02303	8991	151336778	151345210	8433	-	643	upstream	643	SELENBP1
chr1	151345908	151345935	28	*	X02304	8991	151336778	151345210	8433	-	697	upstream	697	SELENBP1
chr1	151346517	151346521	5	*	X02305	8991	151336778	151345210	8433	-	1306	upstream	1306	SELENBP1
chr1	151512817	151512825	9	*	X02306	7286	151512781	151556059	43279	+	0	inside	35	TUFT1
chr1	151883404	151883412	9	*	X02311	117145	151843343	151882361	39019	-	1042	upstream	1042	THEM4
chr1	151883480	151883488	9	*	X02312	117145	151843343	151882361	39019	-	1118	upstream	1118	THEM4
chr1	152009447	152009455	9	*	X02316	6282	152004982	152009511	4530	-	0	inside	55	S100A11
chr1	153515937	153515948	12	*	X02342	6276	153509623	153514241	4619	-	1695	upstream	1695	S100A5
chr1	153518061	153518072	12	*	X02343	6275	153516095	153518282	2188	-	0	inside	209	S100A4
chr1	153518084	153518092	9	*	X02344	6275	153516095	153518282	2188	-	0	inside	189	S100A4
chr1	153522710	153522718	9	*	X02345	6274	153519809	153521734	1926	-	975	upstream	975	S100A3
chr1	153538450	153538458	9	*	X02346	6273	153533585	153538306	4722	-	143	upstream	143	S100A2
chr1	153588668	153588676	9	*	X02348	57402	153586732	153588808	2077	-	0	inside	131	S100A14
chr1	153589222	153589259	38	*	X02349	57402	153586732	153588808	2077	-	413	upstream	413	S100A14
chr1	153651295	153651307	13	*	X02351	4881	153651164	153666468	15305	+	0	inside	130	NPR1
chr1	153747848	153747858	11	*	X02353	11000	153747768	153752633	4866	+	0	inside	79	SLC27A3
chr1	153939678	153939689	12	*	X02365	148327	153940315	153946840	6526	+	625	upstream	625	CREB3L4
chr1	154293478	154293489	12	*	X02370	89872	154293592	154297801	4210	+	102	upstream	102	AQP10
chr1	154532504	154532512	9	*	X02378	55585	154521051	154531120	10070	-	1383	upstream	1383	UBE2Q1
chr1	155098976	155098987	12	*	X02411	1942	155100349	155107386	7038	+	1361	upstream	1361	EFNA1
chr1	155099005	155099014	10	*	X02412	1942	155100349	155107386	7038	+	1334	upstream	1334	EFNA1
chr1	155099444	155099452	9	*	X02413	1942	155100349	155107386	7038	+	896	upstream	896	EFNA1
chr1	155099583	155099591	9	*	X02414	1942	155100349	155107386	7038	+	757	upstream	757	EFNA1
chr1	155099844	155099854	11	*	X02415	1942	155100349	155107386	7038	+	494	upstream	494	EFNA1
chr1	155249258	155249266	9	*	X02418	1196	155232659	155247501	14843	-	1756	upstream	1756	CLK2
chr1	155289857	155289867	11	*	X02422	23623	155290640	155300909	10270	+	772	upstream	772	RUSC1
chr1	156182240	156182249	10	*	X02437	100527963	156182779	156213123	30345	+	529	upstream	529	PMF1-BGLAP
chr1	156182240	156182249	10	*	X02437	11243	156182779	156209868	27090	+	529	upstream	529	PMF1
chr1	156251005	156251013	9	*	X02440	84283	156252704	156262234	9531	+	1690	upstream	1690	TMEM79
chr1	156251204	156251212	9	*	X02441	84283	156252704	156262234	9531	+	1491	upstream	1491	TMEM79
chr1	156471012	156471021	10	*	X02446	4209	156433513	156470634	37122	-	377	upstream	377	MEF2D
chr1	156786557	156786565	9	*	X02457	9047	156776035	156786640	10606	-	0	inside	74	SH2D2A
chr1	159174161	159174172	12	*	X02492	100131825	159165775	159172212	6438	-	1948	upstream	1948	CADM3-AS1
chr1	159896875	159896888	14	*	X02495	8407	159887897	159895332	7436	-	1542	upstream	1542	TAGLN2
chr1	160336822	160336822	1	*	X02514	4807	160336861	160342638	5778	+	38	upstream	38	NHLH1
chr1	160336860	160336868	9	*	X02515	4807	160336861	160342638	5778	+	0	overlapStart	0	NHLH1
chr1	160336876	160336885	10	*	X02516	4807	160336861	160342638	5778	+	0	inside	14	NHLH1
chr1	161228726	161228734	9	*	X02542	654790	161228517	161255240	26724	+	0	inside	208	PCP4L1
chr1	161281190	161281241	52	*	X02543	4359	161274525	161279762	5238	-	1427	upstream	1427	MPZ
chr1	162530514	162530525	12	*	X02564	6675	162531296	162569633	38338	+	770	upstream	770	UAP1
chr1	162600974	162601019	46	*	X02567	4921	162602228	162750247	148020	+	1208	upstream	1208	DDR2
chr1	162601806	162601815	10	*	X02568	4921	162602228	162750247	148020	+	412	upstream	412	DDR2
chr1	163293344	163293354	11	*	X02569	8490	163112089	163291581	179493	-	1762	upstream	1762	RGS5
chr1	165600083	165600092	10	*	X02587	4259	165600110	165625372	25263	+	17	upstream	17	MGST3
chr1	166808743	166808751	9	*	X02598	57645	166808724	166823709	14986	+	0	inside	18	POGK
chr1	166944275	166944289	15	*	X02599	84944	166944819	166991447	46629	+	529	upstream	529	MAEL
chr1	166944275	166944289	15	*	X02599	387597	166882441	166944561	62121	-	0	inside	271	ILDR2
chr1	166944304	166944312	9	*	X02600	84944	166944819	166991447	46629	+	506	upstream	506	MAEL
chr1	166944304	166944312	9	*	X02600	387597	166882441	166944561	62121	-	0	inside	248	ILDR2
chr1	167522946	167522955	10	*	X02616	8804	167510251	167523056	12806	-	0	inside	100	CREG1
chr1	169429888	169429896	9	*	X02641	57821	169364114	169429907	65794	-	0	inside	10	CCDC181
chr1	170044647	170044655	9	*	X02642	22920	169890470	170043879	153410	-	767	upstream	767	KIFAP3
chr1	171810506	171810516	11	*	X02645	26052	171810618	172387567	576950	+	101	upstream	101	DNM3
chr1	173446197	173446205	9	*	X02659	9588	173446486	173457946	11461	+	280	upstream	280	PRDX6
chr1	173446197	173446205	9	*	X02659	100506023	173204199	173446294	242096	-	0	inside	88	LOC100506023
chr1	174128470	174128488	19	*	X02662	9910	174128552	174964445	835894	+	63	upstream	63	RABGAP1L
chr1	174128529	174128537	9	*	X02663	9910	174128552	174964445	835894	+	14	upstream	14	RABGAP1L
chr1	175162207	175162215	9	*	X02680	9674	175126123	175162229	36107	-	0	inside	13	KIAA0040
chr1	178694279	178694294	16	*	X02685	55103	178694300	178889237	194938	+	5	upstream	5	RALGPS2
chr1	179199194	179199202	9	*	X02693	27	179068462	179198819	130358	-	374	upstream	374	ABL2
chr1	179199608	179199616	9	*	X02694	27	179068462	179198819	130358	-	788	upstream	788	ABL2
chr1	179849179	179849210	32	*	X02701	26092	179851177	179889212	38036	+	1966	upstream	1966	TOR1AIP1
chr1	180198349	180198357	9	*	X02704	89884	180199433	180244188	44756	+	1075	upstream	1075	LHX4
chr1	180471773	180471781	9	*	X02714	84320	180257352	180472022	214671	-	0	inside	240	ACBD6
chr1	180472106	180472115	10	*	X02715	84320	180257352	180472022	214671	-	83	upstream	83	ACBD6
chr1	180991939	180991948	10	*	X02728	10228	180942176	180992046	49871	-	0	inside	97	STX6
chr1	181057895	181057903	9	*	X02729	51278	181057638	181059979	2342	+	0	inside	256	IER5
chr1	181451475	181451491	17	*	X02745	777	181452686	181775921	323236	+	1194	upstream	1194	CACNA1E
chr1	182362263	182362271	9	*	X02766	2752	182350839	182361341	10503	-	921	upstream	921	GLUL
chr1	182573759	182573767	9	*	X02768	6004	182567758	182573548	5791	-	210	upstream	210	RGS16
chr1	183442043	183442054	12	*	X02771	284649	183430011	183441117	11107	-	925	upstream	925	SMG7-AS1
chr1	183442552	183442565	14	*	X02772	284649	183430011	183441117	11107	-	1434	upstream	1434	SMG7-AS1
chr1	184006890	184006926	37	*	X02780	23127	183898796	184006878	108083	-	11	upstream	11	COLGALT2
chr1	184355886	184355902	17	*	X02781	81563	184356150	184598155	242006	+	247	upstream	247	C1orf21
chr1	184355904	184355918	15	*	X02782	81563	184356150	184598155	242006	+	231	upstream	231	C1orf21
chr1	184355925	184355954	30	*	X02783	81563	184356150	184598155	242006	+	195	upstream	195	C1orf21
chr1	184723795	184723805	11	*	X02785	80267	184659625	184724041	64417	-	0	inside	235	EDEM3
chr1	184944019	184944028	10	*	X02786	116496	184760159	184943718	183560	-	300	upstream	300	NIBAN1
chr1	184944031	184944041	11	*	X02787	116496	184760159	184943718	183560	-	312	upstream	312	NIBAN1
chr1	185127402	185127414	13	*	X02789	81627	185087218	185126230	39013	-	1171	upstream	1171	TRMT1L
chr1	193090817	193090825	9	*	X02797	79577	193091088	193223942	132855	+	262	upstream	262	CDC73
chr1	193090859	193090867	9	*	X02798	79577	193091088	193223942	132855	+	220	upstream	220	CDC73
chr1	193090913	193090924	12	*	X02799	79577	193091088	193223942	132855	+	163	upstream	163	CDC73
chr1	201476508	201476516	9	*	X02839	1465	201452658	201476387	23730	-	120	upstream	120	CSRP1
chr1	201617233	201617242	10	*	X02845	89796	201617450	201796102	178653	+	207	upstream	207	NAV1
chr1	203096683	203096691	9	*	X02889	134	203096836	203136533	39698	+	144	upstream	144	ADORA1
chr1	203242351	203242359	9	*	X02893	1118	203181959	203241937	59979	-	413	upstream	413	CHIT1
chr1	203275925	203275949	25	*	X02899	730227	203267886	203274453	6568	-	1471	upstream	1471	LINC01136
chr1	203275960	203275971	12	*	X02900	730227	203267886	203274453	6568	-	1506	upstream	1506	LINC01136
chr1	203275978	203276003	26	*	X02901	730227	203267886	203274453	6568	-	1524	upstream	1524	LINC01136
chr1	203595402	203595448	47	*	X02904	493	203595915	203713209	117295	+	466	upstream	466	ATP2B4
chr1	204654973	204654983	11	*	X02927	10446	204586303	204654597	68295	-	375	upstream	375	LRRN2
chr1	204797738	204797747	10	*	X02935	23114	204797782	204991950	194169	+	34	upstream	34	NFASC
chr1	205012340	205012351	12	*	X02937	6900	205012065	205047171	35107	+	0	inside	274	CNTN2
chr1	205326082	205326090	9	*	X02948	55220	205305193	205326218	21026	-	0	inside	127	KLHDC8A
chr1	205782989	205782997	9	*	X02962	254428	205758221	205782161	23941	-	827	upstream	827	SLC41A1
chr1	207627628	207627636	9	*	X03011	1380	207627645	207663240	35596	+	8	upstream	8	CR2
chr1	207989961	207990005	45	*	X03022	148696	207991724	207995941	4218	+	1718	upstream	1718	LOC148696
chr1	208084400	208084409	10	*	X03025	947	208059883	208084683	24801	-	0	inside	273	CD34
chr1	209601781	209601820	40	*	X03032	642587	209602168	209605892	3725	+	347	upstream	347	MIR205HG
chr1	209848057	209848084	28	*	X03037	50486	209848670	209849735	1066	+	585	upstream	585	G0S2
chr1	209848279	209848287	9	*	X03038	50486	209848670	209849735	1066	+	382	upstream	382	G0S2
chr1	209848502	209848511	10	*	X03039	50486	209848670	209849735	1066	+	158	upstream	158	G0S2
chr1	210407640	210407653	14	*	X03042	574036	210404804	210407466	2663	-	173	upstream	173	SERTAD4-AS1
chr1	211555376	211555389	14	*	X03051	84791	211556097	211605877	49781	+	707	upstream	707	LINC00467
chr1	212458871	212458882	12	*	X03078	5525	212458879	212535205	76327	+	0	overlapStart	0	PPP2R5A
chr1	212874386	212874394	9	*	X03089	55509	212859759	212873327	13569	-	1058	upstream	1058	BATF3
chr1	214454276	214454284	9	*	X03102	56950	214454565	214510477	55913	+	280	upstream	280	SMYD2
chr1	218518315	218518328	14	*	X03116	7042	218518676	218617961	99286	+	347	upstream	347	TGFB2
chr1	218519387	218519443	57	*	X03117	728463	218517538	218519020	1483	-	366	upstream	366	TGFB2-AS1
chr1	219347171	219347179	9	*	X03119	127018	219347192	219386207	39016	+	12	upstream	12	LYPLAL1
chr1	219347171	219347179	9	*	X03119	643723	219254317	219347130	92814	-	40	upstream	40	LYPLAL1-DT
chr1	220219815	220219825	11	*	X03124	2058	220141942	220220000	78059	-	0	inside	174	EPRS1
chr1	220266153	220266162	10	*	X03125	55699	220267455	220321383	53929	+	1292	upstream	1292	IARS2
chr1	222988541	222988549	9	*	X03136	84976	222988431	223179337	190907	+	0	inside	109	DISP1
chr1	223537898	223537910	13	*	X03145	55061	223394161	223537544	143384	-	353	upstream	353	SUSD4
chr1	224370133	224370148	16	*	X03151	8560	224370910	224381142	10233	+	761	upstream	761	DEGS1
chr1	224370150	224370164	15	*	X03152	8560	224370910	224381142	10233	+	745	upstream	745	DEGS1
chr1	224371147	224371157	11	*	X03153	8560	224370910	224381142	10233	+	0	inside	236	DEGS1
chr1	224622809	224622820	12	*	X03157	80232	224572845	224622001	49157	-	807	upstream	807	WDR26
chr1	224803733	224803741	9	*	X03160	149111	224804179	224928249	124071	+	437	upstream	437	CNIH3
chr1	226595851	226595859	9	*	X03177	142	226548392	226595801	47410	-	49	upstream	49	PARP1
chr1	227058502	227058510	9	*	X03192	5664	227058273	227083804	25532	+	0	inside	228	PSEN2
chr1	227507058	227507069	12	*	X03199	8476	227177566	227505826	328261	-	1231	upstream	1231	CDC42BPA
chr1	228291525	228291535	11	*	X03245	79169	228288428	228291022	2595	-	502	upstream	502	C1orf35
chr1	228394004	228394013	10	*	X03255	84033	228395831	228566575	170745	+	1817	upstream	1817	OBSCN
chr1	228606143	228606151	9	*	X03276	51127	228595636	228604583	8948	-	1559	upstream	1559	TRIM17
chr1	228674492	228674500	9	*	X03282	149603	228675068	228683889	8822	+	567	upstream	567	RNF187
chr1	229405637	229405651	15	*	X03293	5867	229406809	229441640	34832	+	1157	upstream	1157	RAB4A
chr1	229406753	229406762	10	*	X03294	5867	229406809	229441640	34832	+	46	upstream	46	RAB4A
chr1	229406809	229406821	13	*	X03295	5867	229406809	229441640	34832	+	0	inside	0	RAB4A
chr1	231762383	231762393	11	*	X03340	27185	231762561	232177019	414459	+	167	upstream	167	DISC1
chr1	231762400	231762431	32	*	X03341	27185	231762561	232177019	414459	+	129	upstream	129	DISC1
chr1	233749408	233749417	10	*	X03343	3775	233749750	233808258	58509	+	332	upstream	332	KCNK1
chr1	233749420	233749444	25	*	X03344	3775	233749750	233808258	58509	+	305	upstream	305	KCNK1
chr1	233749944	233749953	10	*	X03345	3775	233749750	233808258	58509	+	0	inside	193	KCNK1
chr1	234614909	234614919	11	*	X03351	6894	234527059	234614849	87791	-	59	upstream	59	TARBP1
chr1	234614937	234614949	13	*	X03352	6894	234527059	234614849	87791	-	87	upstream	87	TARBP1
chr1	234745998	234746007	10	*	X03370	359948	234740015	234745271	5257	-	726	upstream	726	IRF2BP2
chr1	234746485	234746496	12	*	X03371	359948	234740015	234745271	5257	-	1213	upstream	1213	IRF2BP2
chr1	234746714	234746722	9	*	X03372	359948	234740015	234745271	5257	-	1442	upstream	1442	IRF2BP2
chr1	234859423	234859433	11	*	X03381	100506810	234859789	234867390	7602	+	355	upstream	355	LINC01132
chr1	234859453	234859461	9	*	X03382	100506810	234859789	234867390	7602	+	327	upstream	327	LINC01132
chr1	234859468	234859505	38	*	X03383	100506810	234859789	234867390	7602	+	283	upstream	283	LINC01132
chr1	234859848	234859856	9	*	X03384	100506810	234859789	234867390	7602	+	0	inside	58	LINC01132
chr1	235292380	235292388	9	*	X03406	677802	235291118	235291252	135	-	1127	upstream	1127	SNORA14B
chr1	235292380	235292388	9	*	X03406	9804	235272658	235292256	19599	-	123	upstream	123	TOMM20
chr1	241520520	241520528	9	*	X03421	6000	240931554	241520478	588925	-	41	upstream	41	RGS7
chr1	241520730	241520739	10	*	X03422	6000	240931554	241520478	588925	-	251	upstream	251	RGS7
chr1	244080584	244080597	14	*	X03447	339529	244080704	244210619	129916	+	106	upstream	106	LINC02774
chr1	244815188	244815198	11	*	X03460	51029	244816352	244872334	55983	+	1153	upstream	1153	DESI2
chr1	244998187	244998196	10	*	X03462	116228	244998639	245008359	9721	+	442	upstream	442	COX20
chr1	245133347	245133363	17	*	X03465	84288	245133171	245288530	155360	+	0	inside	175	EFCAB2
chr1	245318116	245318128	13	*	X03467	55083	245318287	245866428	548142	+	158	upstream	158	KIF26B
chr1	246670607	246670618	12	*	X03492	64754	245912642	246670644	758003	-	0	inside	25	SMYD3
chr1	247171647	247171678	32	*	X03503	57116	247108849	247171395	62547	-	251	upstream	251	ZNF695
chr1	248020320	248020329	10	*	X03516	25893	248020501	248060142	39642	+	171	upstream	171	TRIM58
chr2	264396	264404	9	*	X03527	52	264869	278282	13414	+	464	upstream	464	ACP1
chr2	7006527	7006536	10	*	X03589	129607	6980684	7006766	26083	-	0	inside	229	CMPK2
chr2	8821459	8821467	9	*	X03613	3398	8822113	8824583	2471	+	645	upstream	645	ID2
chr2	10183876	10183885	10	*	X03671	8462	10183682	10194963	11282	+	0	inside	193	KLF11
chr2	10442191	10442199	9	*	X03695	3241	10443030	10567743	124714	+	830	upstream	830	HPCAL1
chr2	10588159	10588168	10	*	X03731	100302743	10586840	10586975	136	-	1183	upstream	1183	SNORA80B
